Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,KP,1/3,PPA,CrsPA,Prog
2018-10-07,12:00 (13:00),Premier League,Matchweek 8,Sun,Away,W,5,1,Fulham,431,552,78.1,8581,3202,154,180,85.6,214,261,82.0,58,94,61.7,5,1.2,8,29,11,1,43
2018-10-22,20:00 (21:00),Premier League,Matchweek 9,Mon,Home,W,3,1,Leicester City,632,738,85.6,11052,3365,293,331,88.5,287,318,90.3,50,77,64.9,3,2.6,9,36,14,2,41
2018-10-25,17:55 (18:55),Europa Lg,Group stage,Thu,Away,W,1,0,pt Sporting CP,493,579,85.1,9837,3107,198,221,89.6,212,233,91.0,79,112,70.5,0,0.9,10,42,5,0,42
2018-10-28,13:30 (14:30),Premier League,Matchweek 10,Sun,Away,D,2,2,Crystal Palace,488,596,81.9,9273,2457,195,229,85.2,222,257,86.4,62,93,66.7,0,0.1,2,28,4,0,25
2018-10-31,19:45 (20:45),EFL Cup,Fourth round,Wed,Home,W,2,1,Blackpool,,,,,,,,,,,,,,,1,,,,,,
2018-11-03,17:30 (18:30),Premier League,Matchweek 11,Sat,Home,D,1,1,Liverpool,537,636,84.4,10292,3160,224,250,89.6,226,257,87.9,78,113,69.0,1,1.4,11,28,13,6,47
2018-11-08,20:00 (21:00),Europa Lg,Group stage,Thu,Home,D,0,0,pt Sporting CP,598,694,86.2,11700,3541,235,256,91.8,266,292,91.1,90,121,74.4,0,1.3,12,48,19,5,58
2018-11-11,16:30 (17:30),Premier League,Matchweek 12,Sun,Home,D,1,1,Wolves,663,779,85.1,12164,3517,287,321,89.4,292,319,91.5,76,110,69.1,1,1.2,7,62,15,0,75
2018-11-25,13:30 (14:30),Premier League,Matchweek 13,Sun,Away,W,2,1,Bournemouth,497,622,79.9,9330,2997,209,245,85.3,218,253,86.2,64,115,55.7,1,1.3,10,39,16,1,48
2018-11-29,19:55 (18:55),Europa Lg,Group stage,Thu,Away,W,3,0,ua Vorskla Poltava,541,625,86.6,9575,3077,256,282,90.8,219,240,91.3,57,83,68.7,1,1.3,11,23,11,1,34
2018-12-02,14:05 (15:05),Premier League,Matchweek 14,Sun,Home,W,4,2,Tottenham,419,515,81.4,8788,2580,147,165,89.1,174,202,86.1,87,132,65.9,3,1.3,15,16,10,4,35
2018-12-05,20:00 (21:00),Premier League,Matchweek 15,Wed,Away,D,2,2,Manchester Utd,487,591,82.4,9186,2728,198,225,88.0,218,247,88.3,64,99,64.6,1,0.9,7,20,16,3,40
2018-12-08,15:00 (16:00),Premier League,Matchweek 16,Sat,Home,W,1,0,Huddersfield,441,553,79.7,8590,2770,174,196,88.8,198,233,85.0,64,102,62.7,1,1.7,12,28,8,1,42
2018-12-13,20:00 (21:00),Europa Lg,Group stage,Thu,Home,W,1,0,az Qarabağ Ağdam,669,748,89.4,13219,3355,236,259,91.1,321,340,94.4,97,119,81.5,1,1.0,9,59,8,1,46
2018-12-16,13:30 (14:30),Premier League,Matchweek 17,Sun,Away,L,2,3,Southampton,589,689,85.5,12341,3553,176,197,89.3,294,322,91.3,106,143,74.1,2,1.2,12,38,13,3,42
2018-12-19,19:45 (20:45),EFL Cup,Quarter-finals,Wed,Home,L,0,2,Tottenham,,,,,,,,,,,,,,,0,,,,,,
2018-12-22,12:30 (13:30),Premier League,Matchweek 18,Sat,Home,W,3,1,Burnley,498,576,86.5,9825,2709,194,210,92.4,223,245,91.0,71,108,65.7,2,0.7,7,28,9,1,31
2018-12-26,17:15 (18:15),Premier League,Matchweek 19,Wed,Away,D,1,1,Brighton,656,745,88.1,12322,3587,258,278,92.8,314,342,91.8,79,114,69.3,1,0.5,7,47,11,0,46
2018-12-29,17:30 (18:30),Premier League,Matchweek 20,Sat,Away,L,1,5,Liverpool,491,587,83.6,9113,2712,210,237,88.6,219,236,92.8,58,103,56.3,1,1.2,7,27,6,0,37
2019-01-01,15:00 (16:00),Premier League,Matchweek 21,Tue,Home,W,4,1,Fulham,465,601,77.4,8792,3096,200,226,88.5,191,227,84.1,65,121,53.7,3,3.1,14,26,12,4,40
2019-01-05,17:30 (18:30),FA Cup,Third round,Sat,Away,W,3,0,Blackpool,,,,,,,,,,,,,,,0,,,,,,
2019-01-12,12:30 (13:30),Premier League,Matchweek 22,Sat,Away,L,0,1,West Ham,509,587,86.7,9408,3042,213,231,92.2,236,262,90.1,56,77,72.7,0,0.7,7,38,9,2,42
2019-01-19,17:30 (18:30),Premier League,Matchweek 23,Sat,Home,W,2,0,Chelsea,298,395,75.4,6388,2213,94,114,82.5,138,167,82.6,62,102,60.8,2,1.3,9,17,7,3,25
2019-01-25,19:55 (20:55),FA Cup,Fourth round,Fri,Home,L,1,3,Manchester Utd,,,,,,,,,,,,,,,1,,,,,,
2019-01-29,19:45 (20:45),Premier League,Matchweek 24,Tue,Home,W,2,1,Cardiff City,549,625,87.8,9104,3315,272,288,94.4,221,245,90.2,47,69,68.1,1,1.0,13,26,20,1,54
2019-02-03,16:30 (17:30),Premier League,Matchweek 25,Sun,Away,L,1,3,Manchester City,362,460,78.7,6881,1847,145,171,84.8,166,191,86.9,45,83,54.2,1,0.8,5,17,3,0,23
2019-02-09,15:00 (16:00),Premier League,Matchweek 26,Sat,Away,W,2,1,Huddersfield,330,436,75.7,6828,2787,128,152,84.2,146,171,85.4,53,87,60.9,2,2.0,9,15,14,3,29
2019-02-14,20:55 (18:55),Europa Lg,Round of 32,Thu,Away,L,0,1,by BATE Borisov,626,735,85.2,11350,3227,282,307,91.9,251,289,86.9,78,104,75.0,0,1.3,11,53,22,3,56
2019-02-21,17:55 (18:55),Europa Lg,Round of 32,Thu,Home,W,3,0,by BATE Borisov,619,735,84.2,11762,3289,240,272,88.2,281,327,85.9,87,106,82.1,2,1.4,17,42,24,6,66
2019-02-24,14:05 (15:05),Premier League,Matchweek 27,Sun,Home,W,2,0,Southampton,523,649,80.6,10090,3148,222,253,87.7,200,236,84.7,87,121,71.9,1,1.3,10,28,15,3,45
2019-02-27,19:45 (20:45),Premier League,Matchweek 28,Wed,Home,W,5,1,Bournemouth,604,692,87.3,11073,3087,244,261,93.5,291,311,93.6,61,90,67.8,4,3.1,15,41,12,2,38
2019-03-02,12:30 (13:30),Premier League,Matchweek 29,Sat,Away,D,1,1,Tottenham,213,342,62.3,4168,1797,94,123,76.4,74,108,68.5,36,92,39.1,1,1.8,7,18,3,0,21
2019-03-07,18:55,Europa Lg,Round of 16,Thu,Away,L,1,3,fr Rennes,372,466,79.8,6713,2492,172,198,86.9,133,154,86.4,53,87,60.9,0,0.8,8,21,11,0,34
2019-03-10,16:30 (17:30),Premier League,Matchweek 30,Sun,Home,W,2,0,Manchester Utd,320,409,78.2,6431,2289,128,145,88.3,137,156,87.8,52,95,54.7,1,0.5,10,21,10,1,32
2019-03-14,20:00 (21:00),Europa Lg,Round of 16,Thu,Home,W,3,0,fr Rennes,361,474,76.2,6785,2384,161,191,84.3,141,173,81.5,52,90,57.8,3,2.6,11,20,8,0,32
2019-04-01,20:00 (21:00),Premier League,Matchweek 32,Mon,Home,W,2,0,Newcastle Utd,630,745,84.6,11257,3472,284,317,89.6,264,294,89.8,76,115,66.1,1,0.8,6,47,18,3,49
2019-04-07,14:05 (15:05),Premier League,Matchweek 33,Sun,Away,L,0,1,Everton,443,544,81.4,8770,2736,159,182,87.4,207,238,87.0,68,97,70.1,0,0.2,5,31,6,2,36
2019-04-11,20:00 (21:00),Europa Lg,Quarter-finals,Thu,Home,W,2,0,it Napoli,367,473,77.6,6915,2581,164,183,89.6,133,156,85.3,58,104,55.8,1,1.2,12,26,11,1,36
2019-04-15,20:00 (21:00),Premier League,Matchweek 34,Mon,Away,W,1,0,Watford,586,679,86.3,11108,3136,246,261,94.3,255,286,89.2,82,116,70.7,0,1.6,16,55,19,7,49
2019-04-18,21:00,Europa Lg,Quarter-finals,Thu,Away,W,1,0,it Napoli,203,302,67.2,3968,1878,105,123,85.4,55,72,76.4,37,90,41.1,0,0.8,4,13,8,0,23
2019-04-21,16:00 (17:00),Premier League,Matchweek 35,Sun,Home,L,2,3,Crystal Palace,611,709,86.2,11941,3295,223,252,88.5,291,322,90.4,88,111,79.3,1,0.9,7,72,15,0,64
2019-04-24,19:45 (20:45),Premier League,Matchweek 31,Wed,Away,L,1,3,Wolves,625,713,87.7,11392,3126,253,278,91.0,278,303,91.7,79,104,76.0,1,0.6,9,48,11,1,46
2019-04-28,12:00 (13:00),Premier League,Matchweek 36,Sun,Away,L,0,3,Leicester City,209,326,64.1,3839,1697,104,125,83.2,70,90,77.8,30,90,33.3,0,0.5,6,13,5,1,19
2019-05-02,20:00 (21:00),Europa Lg,Semi-finals,Thu,Home,W,3,1,es Valencia,475,573,82.9,8368,2500,235,256,91.8,181,209,86.6,50,89,56.2,3,1.3,10,42,9,3,46
2019-05-05,16:30 (17:30),Premier League,Matchweek 37,Sun,Home,D,1,1,Brighton,529,619,85.5,9676,2888,216,244,88.5,241,263,91.6,61,92,66.3,0,0.8,12,45,22,3,55
2019-05-09,21:00,Europa Lg,Semi-finals,Thu,Away,W,4,2,es Valencia,336,426,78.9,6057,2080,150,162,92.6,128,145,88.3,39,91,42.9,4,0.8,8,12,4,1,19
2019-05-12,15:00 (16:00),Premier League,Matchweek 38,Sun,Away,W,3,1,Burnley,480,571,84.1,9030,2909,194,210,92.4,218,239,91.2,61,94,64.9,2,1.5,13,33,11,1,37
2019-05-29,23:00 (21:00),Europa Lg,Final,Wed,Away,L,1,4,eng Chelsea,396,468,84.6,7864,2714,139,153,90.8,193,212,91.0,54,77,70.1,0,1.2,12,34,11,1,40
